Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Yang, KX; Kong, YJ; Huang, LZ; Hu, XM",,,,"Yang, Kaixiong; Kong, Yi-Jie; Huang, Li-Zhi; Hu, Xin-Ming",,,Catalytic elimination of chlorinated organic pollutants by emerging single-atom catalysts,CHEMICAL ENGINEERING JOURNAL,,,,,,,,,,,,"Chlorinated organic pollutants (COPs) are bioaccumulative, hazardous, and potentially carcinogenic, threatening human health and ecosystems. Catalytic degradation using single-atom catalysts (SACs) is emerging as a promising technology for COPs removal, accomplishing high efficiency in both aqueous and gaseous environ-ments. This review systematically summarizes the recent development in catalytic degradation of COPs using a variety of SACs, focusing on the understanding of structure-performance relationships and key mechanisms involved. First, the SACs-promoted COPs dechlorination through the reduction process is evaluated. Second, the oxidation process for COPs degradation is presented, followed by the discussion of the synergic reduc-tion-oxidation degradation process. Last, the existing challenges in this field and possible solutions are proposed, hoping to offer inspiration and guidance for the future applications of SACs in COPs elimination.",,,,,"Huang, Li-Zhi/S-7163-2017; Hu, Xin-Ming/P-4139-2016","Hu, Xin-Ming/0000-0003-2219-8786",,,,,,,,,,,,,1385-8947,1873-3212,,,,DEC 15,2022,450,,4,,,,,,138467,10.1016/j.cej.2022.138467,http://dx.doi.org/10.1016/j.cej.2022.138467,,AUG 2022,,,,,,,,,,,WOS:000864529700002,View Full Record in Web of Science
J,"Ma, YT; Zhang, GQ; Cao, SK; Huo, ZX; Han, JH; Ma, S; Huang, ZJ",,,,"Ma, Yuting; Zhang, Guoqing; Cao, Shuaikang; Huo, Zexuan; Han, Junhong; Ma, Shuai; Huang, Zejia",,,A Review of Advances in Fabrication Methods and Assistive Technologies of Micro-Structured Surfaces,PROCESSES,,,,,,,,,,,,"Micro-structured surfaces possess excellent properties of friction, lubrication, drag reduction, antibacterial, and self-cleaning, which have been widely applied in optical, medical, national defense, aerospace fields, etc. Therefore, it is requisite to study the fabrication methods of micro-structures to improve the accuracy and enhance the performance of micro-structures. At present, there are plenty of studies focusing on the preparation of micro-structures; therefore, systematic review of the technologies and developing trend on the fabrication of micro-structures are needed. In present review, the fabrication methods of various micro-structures are compared and summarized. Specially, the characteristics and applications of ultra-precision machining (UPM) technology in the fabrication of micro-structures are mainly discussed. Additionally, the assistive technologies applied into UPM, such as fast tool servo (FTS) technology and slow tool servo (STS) technology to fabricate micro-structures with different characteristics are summarized. Finally, the principal characteristics and applications of fly cutting technology in manufacturing special micro-structures are presented. From the review, it is found that by combining different machining methods to prepare the base layer surface first and then fabricate the sublayer surface, the advantages of different machining technologies can be greatly exerted, which is of great significance for the preparation of multi-layer and multi-scale micro-structures. Furthermore, the combination of ultra-precision fly cutting and FTS/STS possess advantages in realizing complex micro-structures with high aspect ratio and high resolution. However, residual tool marks and material recovery are still the key factors affecting the form accuracy of machined micro-structures. This review provides advances in fabrication methods and assistive technologies of micro-structured surfaces, which serves as the guidance for both fabrication and application of multi-layer and multi-scale micro-structures.",,,,,"Ma, Yuting/GWR-2450-2022; zhang, guoqing/GXG-4800-2022","Ma, Yuting/0000-0001-6793-2927;",,,,,,,,,,,,,,2227-9717,,,,APR 26,2023,11,5,,,,,,,1337,10.3390/pr11051337,http://dx.doi.org/10.3390/pr11051337,,,,,,,,,,,,,WOS:000997137000001,View Full Record in Web of Science
J,"Belioka, MP; Achilias, DS",,,,"Belioka, Maria-Paraskevi; Achilias, Dimitrios S.",,,Microplastic Pollution and Monitoring in Seawater and Harbor Environments: A Meta-Analysis and Review,SUSTAINABILITY,,,,,,,,,,,,"Due to its widespread occurrence in practically all environmental sectors, including the terrestrial, marine, and atmospheric, microplastics (MP) have transitioned from an emerging pollutant to a chronic contaminant. Studies on the prevalence and hazardous effects on marine creatures have been conducted all over the world, but only in coastal environments. Microplastic pollution has emerged as a global concern in marine environments and a danger to animals, predators, and humans because it has been discovered in the marine environment all over the world. This review examines the quantity of MP samples around the world and their colonization by marine microorganisms, as well as the detection, features, origins, and ecological implications of paint fragments and resins in our oceans and ports. These polymers are derived from paints and the fiber reinforced plastic (FRP) matrix used in shipbuilding. Microplastics should be regarded as coming from synthetic polymers found in ship coatings. For assessing microplastic pollution, choosing an appropriate sample technique is essential. Additionally, this review offers an overview of MP investigation methods, concentrating on sampling techniques, laboratory procedures, and the identification of MPs found in seawater, as well as assessing how well they apply to the seaport environment. Because of the widespread discovery of MP pollution, particularly in Africa, Asia, India, South Africa, North America, and Europe, it is clear that monitoring is crucial for determining the efficacy of mitigation efforts to limit the quantity of waste plastic entering the environment, especially through sensors and real-time information transfer systems (e.g., smart digital seawater monitoring).",,,,,"Achilias, Dimitris/B-7985-2010","Achilias, Dimitris/0000-0003-2872-8426",,,,,,,,,,,,,,2071-1050,,,,JUN 4,2023,15,11,,,,,,,9079,10.3390/su15119079,http://dx.doi.org/10.3390/su15119079,,,,,,,,,,,,,WOS:001005556600001,View Full Record in Web of Science
J,"Ju, TH; Yang, K; Chang, L; Zhang, KY; Wang, XY; Zhang, JL; Xu, B; Li, YF",,,,"Ju, Tianhang; Yang, Kai; Chang, Lei; Zhang, Keyi; Wang, Xingyi; Zhang, Jialin; Xu, Bo; Li, Yuefen",,,Microplastics sequestered in the soil affect the turnover and stability of soil aggregates: A review,SCIENCE OF THE TOTAL ENVIRONMENT,,,,,,,,,,,,"Plastic products have become ubiquitous in society, and entered various ecosystems due to the massive scale of production. The United Nations Environment Program (UNEP) has listed microplastics (MPs), which form when plastic remnants degrade, as a global emerging pollutant, and the association between soil pollution and MPs has become a popular research topic. This paper systematically reviews research focusing on MP-related soil pollution from the past 10 years (2012-2022), with the identified papers demonstrating that interactions be-tween MPs and soil aggregates has become a research frontier in the field. The presented research provides evidence that soil aggregates are important storage sites for MPs, and that storage patterns of MPs within soil aggregates are influenced by MP characteristics. In addition, MPs affect the formation, turnover, and stability of soil aggregates through the introduction of fracture points along with diverse physicochemical characteristics such as composition and specific surface area. The current knowledge base includes certain issues and challenges that could be addressed in future research by extending the spatial and temporal scales over which microplastic-soil aggregate interactions are studied, unifying quantitative and qualitative methods, and tracing the fates of MPs in the soil matrix. This review contributes to enriching our understanding of how terrestrial MPs interact with soil aggregates, and whether they pose a risk to soil health.",,,,,"zhang, xiang/JJD-7003-2023; LI, MINGZE/KEI-2317-2024; li, fang/KDO-8841-2024; Yang, Kai/N-2550-2019; Yuan, Yu/KBQ-0606-2024; Liu, Zhe/KEJ-5299-2024; zhang, zhang/KGK-5266-2024","Yang, Kai/0000-0002-3554-3334;",,,,,,,,,,,,,0048-9697,1879-1026,,,,DEC 15,2023,904,,,,,,,,166776,10.1016/j.scitotenv.2023.166776,http://dx.doi.org/10.1016/j.scitotenv.2023.166776,,SEP 2023,,,,,,37666334,,,,,WOS:001076100600001,View Full Record in Web of Science
J,"Azizi, N; Pirsaheb, M; Haghighi, NJ; Nodehi, RN",,,,"Azizi, Nahid; Pirsaheb, Meghdad; Haghighi, Nematollah Jaafarzadeh; Nodehi, Ramin Nabizadeh",,,Removal of most frequent microplastic types and sizes in secondary effluent using Al2(SO4)3: choosing variables by a fuzzy Delphi method,SCIENTIFIC REPORTS,,,,,,,,,,,,"Microplastics (MPs) as an emerging pollutant can affect aquatic organisms through physical ingestion, chemical problems and possible creation of biological layers on their surfaces in the environment. One of the significant ways for MPs to enter the aquatic environment is through the effluent discharge of wastewater treatment plants (WWTPs). In this study, first, the concentration and characteristics of MPs in secondary wastewater effluent, and the influential variables related to the coagulation process, for MPs removal were identified using systematic reviews of previous studies. Then, the most proper MPs characterization and coagulation variables were chosen by experts' opinions using a fuzzy Delphi method. Therefore, the experiment tested in conditions close to the full-scale wastewater treatments. Finally, in the laboratory removal of MPs by coagulation of polyamide (PA), polystyrene (PS), and polyethylene (PE), < 125 and 300-600 mu m in size, was tested by a jar test applying Al-2(SO4)(3) in doses of 5 to 100 mg/L plus 15 mg/L polyacrylamide as a coagulant aid. Using R and Excel software, the results were analyzed statistically. It was concluded that the maximum and minimum removal efficiency was 74.7 and 1.39% for small PA and large PE, respectively. Smaller MPs were found to have higher removal efficiency. The MPs type PA achieved greater removal efficiency than PS, while PE had the least removal efficiency.",,,,,,,,,,,,,,,,,,,2045-2322,,,,,NOV 25,2023,13,1,,,,,,,20718,10.1038/s41598-023-47803-4,http://dx.doi.org/10.1038/s41598-023-47803-4,,,,,,,,38007565,,,,,WOS:001117544000038,View Full Record in Web of Science
J,"Shen, LQ; Zhang, P; Lin, YY; Huang, XT; Zhang, SY; Li, ZH; Fang, ZG; Wen, YZ; Liu, HJ",,,,"Shen, Luoqin; Zhang, Ping; Lin, Yanyao; Huang, Xinting; Zhang, Siyi; Li, Zhiheng; Fang, Zhiguo; Wen, Yuezhong; Liu, Huijun",,,"Polystyrene microplastic attenuated the toxic effects of florfenicol on rice (Oryza sativa L.) seedlings in hydroponics: From the perspective of oxidative response, phototoxicity and molecular metabolism",JOURNAL OF HAZARDOUS MATERIALS,,,,,,,,,,,,"Antibiotics and microplastics (MPs) are two emerging pollutants in agroecosystems, however the effects of coexposure to antibiotics and MPs remain unclear. The toxicity of florfenicol (FF) and polystyrene microplastics (PS-MPs) on rice seedlings was investigated. FF and PS-MPs caused colloidal agglomeration, which changed the environmental behavior of FF. FF inhibited rice growth and altered antioxidant enzyme (superoxide dismutase, peroxidase, and catalase) activities, leading to membrane lipid peroxidation; impaired photosynthetic systems, decreased photosynthetic pigments (Chlorophyll a, Chlorophyll b, and carotene), chlorophyll precursors (Proto IX, Mg-Proto IX, and Pchlide), photosynthetic and respiratory rates. The key photosynthesis related genes (PsaA, PsaB, PsbA, PsbB, PsbC, and PsbD) were significantly down-regulated. The ultrastructure of mesophyll cells was destroyed with chloroplast swelling, membrane surface blurring, irregular thylakoid lamellar structure, and number of peroxisomes increased. PS-MPs mitigated FF toxicity, and the IBR index values showed that 10 mg & BULL;L-1 PS-MPs were more effective. Metabolomic analysis revealed that the abundance of metabolites and metabolic pathways were altered by FF, was greater than the combined MPs-FF contamination. The metabolism of amino acids, sugars, and organic acids were severely interfered. Among these, 15 metabolic pathways were significantly altered, with the most significant effects on phenylalanine metabolism and the citric acid cycle (p < 0.05).",,,,,"Wen, Yue/GYQ-5844-2022; Wen, Yuezhong/A-7651-2011","Wen, Yuezhong/0000-0002-7871-7699",,,,,,,,,,,,,0304-3894,1873-3336,,,,OCT 5,2023,459,,,,,,,,132176,10.1016/j.jhazmat.2023.132176,http://dx.doi.org/10.1016/j.jhazmat.2023.132176,,JUL 2023,,,,,,37523959,,,,,WOS:001052114600001,View Full Record in Web of Science
J,"Li, Z; Wu, D; Yu, ZY; Cui, CZ; Yin, DQ",,,,"Li, Zhuo; Wu, Di; Yu, Zhenyang; Cui, Changzheng; Yin, Daqiang",,,Nontargeted metabolomic evidence for antagonism between tetracycline and its resistance bacteria underlying their obesogenic effects on Caenorhabditis elegans,SCIENCE OF THE TOTAL ENVIRONMENT,,,,,,,,,,,,"Environmental antibiotics raise serious health concerns due to their contribution to the obesity prevalence. Moreover, antibiotics promote antibiotic-resistance bacteria (ARB) which represent another emerging pollutant. However, the interaction between antibiotic and ARB in the obesogenic effects remained unexplored. In the present study, the obesogenic effects of tetracycline antibiotic (TCH) and ARB containing tetA were studied on C. elegans, and E. coli OP50 (OP50) was referred as a normal bacterial food. Results showed that TCH stimulated nematode triglyceride contents, while ARB alone had no significant influences. The combination of TCH and ARB showed less obesogenic effects than TCH alone, showing antagonism. Biochemical assays showed that the combination of TCH and ARB showed similar effects to ARB alone, and had less increases in lipid metabolism enzymes or metabolites than those of TCH or ARB alone, supporting the antagonism. In the nontargeted metabolomic analysis, TCH with ARB showed less significantly changed metabolites (SCMs) in the nematodes than TCH or ARB alone, partially explaining the antagonism. The metabolomic results also pointed out the significant involvement of amino acids, the carboxylic acids and derivatives, and also the benzene and substituted derivatives in the obesogenic effects of TCH and ARB. The findings of the present study provided a direct support for interaction between antibiotics and ARB underlying their health risks.",,,,,,,,,,,,,,,,,,,0048-9697,1879-1026,,,,FEB 10,2023,859,,1,,,,,,160223,10.1016/j.scitotenv.2022.160223,http://dx.doi.org/10.1016/j.scitotenv.2022.160223,,NOV 2022,,,,,,36402327,,,,,WOS:000895327800003,View Full Record in Web of Science
J,"Jin, X; Yao, SY; Liu, Y; Tang, J; Zhu, MH; Liu, H; Yu, YY; Yu, XL; Sun, JT",,,,"Jin, Xu; Yao, Siyu; Liu, Yang; Tang, Jin; Zhu, Minghan; Liu, Hang; Yu, Yuanyuan; Yu, Xiaolong; Sun, Jianteng",,,"Photocatalysis of carbamazepine via activating bisulfite by ultraviolet: Performance, transformation mechanism, and residual toxicity assessment of intermediates products",CHEMOSPHERE,,,,,,,,,,,,"Carbamazepine (CBZ) as an extensively distributed emerging pollutant has menaced ecological security. The degradation performance of CBZ by UV driven bisulfite process was investigated in this work. The kinetics results indicated that CBZ was high-efficiently degraded by UV/bisulfite following a pseudo first-order kinetic model (K-obs = 0.0925 min(-1)). SO4 center dot- and center dot OH were verified as the reactive oxidants by EPR test and the radicals scavenging experiment using MeOH and TBA. SO4 center dot- played a dominant role for CBZ degradation. The Density functional theory (DFT) and LC-qTOF-MS/MS clarified that hydroxylation, ketonation, ring opening reaction, and ring contraction were main transformation patterns of CBZ. As to influence factors, CBZ degradation was significantly hindered in presence of CO32-, HPO42- and NOM. Toxicological analysis derived from metabonomics suggested that the remarkable alteration of metabolic profile was triggered by exposure to intermediates mixture. CBZ intermediates interfered in several key metabolic pathways, including pentose phosphate, amino acids, lysine degradation, glycerophospholipid, glutathione, nucleotides and carbohydrate, which was alleviated after UV/bisulfite treatment. This work provided a meaningful support to potential risk of CBZ intermediates products, which shed light on the future application in eliminating drugs using UV /bisulfite.",,,,,"Sun, Jianteng/K-5555-2016; ?, ??/AGL-5757-2022","?, ??/0000-0002-1491-3228",,,,,,,,,,,,,0045-6535,1879-1298,,,,FEB,2023,315,,,,,,,,137741,10.1016/j.chemosphere.2023.137741,http://dx.doi.org/10.1016/j.chemosphere.2023.137741,,JAN 2023,,,,,,36610515,,,,,WOS:000919774300001,View Full Record in Web of Science
J,"Li, T; Zhang, WQ; Yu, H; Hai, CX; Wang, Y; Yu, S; Tsedevdorj, SO",,,,"Li, Tong; Zhang, Weiqing; Yu, Hui; Hai, Chunxing; Wang, Yong; Yu, Shan; Tsedevdorj, Ser-Od",,,Research status and prospects of microplastic pollution in lakes,ENVIRONMENTAL MONITORING AND ASSESSMENT,,,,,,,,,,,,"As an emerging pollutant, microplastics have attracted widespread concern around the world. Research on microplastics was first conducted in oceans, and in recent years, inland water, especially lakes, has gradually become a hot spot. This paper systematically reviews the sampling, separation, purification, and identification technologies used to assess microplastics in lakes and summarizes the occurrence of lake microplastics worldwide. The results show that microplastics are widespread in lake water and sediment. There are obvious geographical differences in the occurrence of microplastics. The abundance of microplastics in different lakes varies greatly. The forms are mostly fibrous and fragments, and the main polymers are polypropylene (PP) and polyethylene (PE). Previous papers have failed to comment in as much detail on the microplastic sampling techniques employed within lake systems. The sampling and analysis methods are critical to accurately evaluating contamination results. Due to the widespread presence of microplastics and the lack of uniform standards, there are various sampling methods. Trawls and grabs are most widely used in the sampling of lake water bodies and sediment, and sodium chloride and hydrogen peroxide are the most widely used media for flotation and digestion, respectively. In the future, it will be critical to establish unified standards for lake microplastic sampling and analysis technology, further explore the migration mechanism of microplastics in lake systems, and pay attention to the impact of microplastics on lake ecosystems.",,,,,"Li, Tong/ABF-1634-2021","Li, Tong/0000-0001-6643-6411; Tsedevdorj, Ser-Od/0000-0001-5700-908X; Zhang, Weiqing/0000-0002-1387-364X",,,,,,,,,,,,,0167-6369,1573-2959,,,,APR,2023,195,4,,,,,,,485,10.1007/s10661-023-11043-w,http://dx.doi.org/10.1007/s10661-023-11043-w,,,,,,,,36933078,,,,,WOS:000952922500001,View Full Record in Web of Science
J,"Warder, LMC; Heider, LC; Léger, DF; Rizzo, D; McClure, JT; de Jong, E; McCubbin, KD; Uyama, T; Fonseca, M; Jaramillo, AS; Kelton, DF; Renaud, D; Barkema, HW; Dufour, S; Roy, JP; Sánchez, J",,,,"Warder, Landon M. C.; Heider, Luke C.; Leger, David F.; Rizzo, Daniella; McClure, J. T.; de Jong, Ellen; McCubbin, Kayley D.; Uyama, Tamaki; Fonseca, Mariana; Jaramillo, Ana Soffia; Kelton, David F.; Renaud, David; Barkema, Herman W.; Dufour, Simon; Roy, Jean-Philip; Sanchez, Javier",,,Quantifying antimicrobial use on Canadian dairy farms using garbage can audits,FRONTIERS IN VETERINARY SCIENCE,,,,,,,,,,,,"Antimicrobial resistance in pathogenic bacteria is one of the preeminent concerns for the future of global health. There is a dose-dependent relationship between antimicrobial use (AMU) and the prevalence of antimicrobial-resistant pathogens. As most AMU in Canada is related to animal agriculture, there is a need to reduce overall AMU, which could be accomplished through surveillance of AMU in animal agriculture, including the dairy industry. The objective of this study was to quantify AMU on dairy farms across Canada. This study had two parts: a description of data collected in 2019-2020, and a meta-analysis comparing this data to previous estimates of AMU in the Canadian dairy industry. The first included a garbage can audit (GCA) on 107 farms in four Canadian provinces (British Columbia, Alberta, Ontario, and Nova Scotia) in 2020; AMU data were converted to the dose-based metrics of defined course doses (DCD) and defined daily doses (DDD). Mixed-effect linear models were fit to determine the relationship between province and use of different classes of antimicrobials. On average, for every 100 animals on the farm, 117 DCD of antimicrobials were administered per year (IQR: 55, 158). These treatments amounted to 623 DDD / 100 animal-yr (IQR: 302, 677 DDD/100 animal-years). Penicillins were the most used class of antimicrobials, followed by first-and third-generation cephalosporins. Farms in Ontario used more third-generation cephalosporins than other provinces. The second part of this study compared AMU in 2020 to previously reported Canadian studies through a meta-analysis. A GCA was conducted in 2007-2008 in Alberta, Ontario, Quebec, and the Maritime provinces (Prince Edward Island, New Brunswick and Nova Scotia); another GCA was conducted in Quebec in 2018. Overall, AMU was lower in 2018-2020 than in 2007-2008, with the exception of third-generation cephalosporin use, which increased.",,,,,"Barkema, Herman/B-9583-2008; de Jong, Ellen/ABC-6369-2021","Barkema, Herman/0000-0002-9678-8378; de Jong, Ellen/0000-0002-4198-7898; Fonseca, Mariana/0000-0002-6383-2547",,,,,,,,,,,,,,2297-1769,,,,JUN 30,2023,10,,,,,,,,1185628,10.3389/fvets.2023.1185628,http://dx.doi.org/10.3389/fvets.2023.1185628,,,,,,,,37456957,,,,,WOS:001027888800001,View Full Record in Web of Science
J,"Jia, YJ; Xing, JH; Li, Y; Du, J; Li, LF",,,,"Jia, Yujie; Xing, Jiahui; Li, Yue; Du, Jing; Li, Linfeng",,,A systematic review and meta-analysis of nursing effect of fast-track recovery surgery on patients undergoing total endoscopic resection of esophageal cancer: fast-track recovery surgery vs. nursing care as usual,JOURNAL OF GASTROINTESTINAL ONCOLOGY,,,,,,,,,,,,"Background: Esophageal cancer (EC) is the 6th leading cause of cancer-related deaths worldwide, and the morbidity and mortality of EC have continued to increase in recent years. The results of the clinical application of the Fast-track recovery surgery (FTS) concept in nursing interventions for EC patients after total endoscopic esophagectomy are unconvincing. This study sought to evaluate the nursing effect of the fast-track recovery surgical nursing model on patients with EC after total cavity endoscopic esophagectomy. Methods: We searched for articles on case-control trials about nursing interventions after total endoscopic esophagectomy. The search time was set from January 2010 to May 2022. The data were independently extracted by 2 researchers. RevMan5.3 statistical software (Cochrane) was used to analyze the extracted data. All the articles included in the review were assessed for risk of bias using the Cochrane Handbook 5.3 (https:// Results: Ultimately, 8 clinical controlled trials, comprising 613 cases, were identified. A meta-analysis was conducted of the extubation times, and the results showed that the study group's extubation times were remarkably shorter. In relation to the exhaust times, the study group had significantly shorter exhaust times than control group (P<0.05). In relation to the time, it took patients to leave bed, patients in the study group left bed in a considerably shorter time compared with controls (P<0.00001). In relation to the hospitalization time, a remarkable reduction in the length of hospital stay was observed in the study group (P<0.00001). The analysis of the funnel plots showed a small number of asymmetries, suggesting that the number of articles included was small due to the heterogeneity of the studies (P<0.00001). Conclusions: Fast-track recovery surgery (FTS) care is effective at accelerating patients' postoperative recovery. This model of care needs to be further validated in the future by higher-quality and longer followup studies.",,,,,,,,,,,,,,,,,,,2078-6891,2219-679X,,,,APR 29,2023,14,2,,,,,572,584,,10.21037/jgo-23-101,http://dx.doi.org/10.21037/jgo-23-101,,APR 2023,,,,,,37201066,,,,,WOS:000981576700001,View Full Record in Web of Science
J,"Xiang, YP; Xiong, WP; Yang, ZH; Xu, R; Zhang, YR; Wu, MR; Ye, YH; Peng, HH; Tong, J; Wang, DB",,,,"Xiang, Yinping; Xiong, Weiping; Yang, Zhaohui; Xu, Rui; Zhang, Yanru; Wu, Mengru; Ye, Yuhang; Peng, Haihao; Tong, Jing; Wang, Dongbo",,,Coexistence of microplastics alters the inhibitory effect of antibiotics on sludge anaerobic digestion,CHEMICAL ENGINEERING JOURNAL,,,,,,,,,,,,"Microplastics and antibiotics are emerging pollutants that inevitably enter the sludge anaerobic digestion system. Current studies mainly focused on the individual effects of microplastics or antibiotics on methane generation. However, there may also be complex reactions between them and their combine effects on anaerobic digestion remain unclear. This study revealed the combined influencing mechanism of polyamide and ofloxacin through batch and semi-continuous tests. Brief exposure to ofloxacin was detrimental to methane production. The coexistence of polyamide enabled partial adsorption of ofloxacin, which effectively mitigates the inhibitory effect of ofloxacin at low concentrations. Polyamide also facilitated the colonization of hydrolytic bacteria and acidogens, such as Hydrogenispora, and promoted the conversion of organic matter to acetate. However, polyamide could not effectively alleviate the inhibitory effect of excess ofloxacin on anaerobic digestion. Ofloxacin at high concentrations stimulated the release of humic acid, reduced methane production by more than 80%, and changed the predominant methanogenesis pathway from acetoclastic methanogenesis to hydrogenotrophic methanogenesis. Acidogenesis and methanogenesis pathways were restructured to further explore the effect of ofloxacin on the metabolic potentials of microorganisms. Metagenomic analysis revealed that most of functional genes associated with glycolysis, amino acid metabolism and methanogenesis were down regulated under longterm stress of high concentration of ofloxacin. This study elucidated the microbial process of organic matter conversion inhibition by ofloxacin, shed light on the combined effects of polyamide and ofloxacin on anaerobic digestion and provided new insights for assessing the impact of multiple pollutants on the safe disposal of sludge.",,,,,"Zhang, yanru/HMO-9919-2023; zhaohui, yang/R-1662-2017; li, jincheng/GQP-6856-2022; zhang, shuai/IVU-7877-2023; wang, dongbo/HTR-1243-2023",,,,,,,,,,,,,,1385-8947,1873-3212,,,,JAN 1,2023,455,,2,,,,,,140754,10.1016/j.cej.2022.140754,http://dx.doi.org/10.1016/j.cej.2022.140754,,DEC 2022,,,,,,,,,,,WOS:000905033700001,View Full Record in Web of Science
J,"Itzhari, D; Ronen, Z",,,,"Itzhari, Daniella; Ronen, Zeev",,,"The Emergence of Antibiotics Resistance Genes, Bacteria, and Micropollutants in Grey Wastewater",APPLIED SCIENCES-BASEL,,,,,,,,,,,,"The reuse of household greywater is increasing globally. Wastewater and greywater treatment processes are not fully effective in removing all contaminants, such as emerging micropollutants, antimicrobial-resistant bacteria, and antibiotic resistance genes. The dynamics between emerging micropollutants and antibiotic resistance genes in greywater treatment systems are complex. Thus, this review aims to analyze the current knowledge on sources, spread, and the fate of emerging micropollutants, antibiotic-resistance genes, and antimicrobial-resistant bacteria in microbial communities of greywater and downstream recipients. The fate of antimicrobial resistance and emerging micropollutants from greywater in the environment has not been determined. More studies are needed to identify the mechanism/s involved in the degradation of emerging micropollutants and the presence of transformation pathways in the microbial metagenome. In the review, we aim to describe the link between the persistence of emerging micropollutants and the emergence of antimicrobial resistance. We showed that the effect of irrigation with treated wastewater was variable. In addition, we tried to summarize the impact of emerging micropollutants on bacteria and their fate in the soil microbiome, demonstrating that emerging micropollutants induce changes in the diversity of soil bacteria. The fate and transport of emerging micropollutants, antimicrobial-resistant bacteria, and antibiotic resistance genes can vary with soil properties. It is, therefore, necessary to better understand how widely antibiotic-resistance genes are disseminated.",,,,,,"Itzhari, Daniella/0000-0001-6923-6685; Ronen, Zeev/0000-0002-8399-4295",,,,,,,,,,,,,,2076-3417,,,,FEB,2023,13,4,,,,,,,2322,10.3390/app13042322,http://dx.doi.org/10.3390/app13042322,,,,,,,,,,,,,WOS:000938748000001,View Full Record in Web of Science
J,"Wang, F; Du, W; Huang, WX; Fang, SY; Cheng, XS; Feng, LY; Cao, JS; Luo, JY; Wu, Y",,,,"Wang, Feng; Du, Wei; Huang, Wenxuan; Fang, Shiyu; Cheng, Xiaoshi; Feng, Leiyu; Cao, Jiashun; Luo, Jingyang; Wu, Yang",,,Linkages of volatile fatty acids and polyhexamethylene guanidine stress during sludge fermentation: Metagenomic insights of microbial metabolic traits and adaptation,CHINESE CHEMICAL LETTERS,,,,,,,,,,,,"The massive use of polyhexamethylene guanidine (PHMG), as a typical bactericidal agent, raised environmental concerns to the public. This work comprehensively revealed the hormesis effects of PHMG occurred in waste activated sludge (WAS) on the generation of volatile fatty acids (VFAs) during anaerobic fermentation. The low level of PHMG (100 mg/g TSS) significantly promoted the VFAs generation (1283 mg COD/L, compared with 337 mg COD/L in the control) via synchronously facilitating the solubilization, hydrolysis, and acidification steps but inhibiting methanogenesis. Metagenomic analysis showed that the functional anaerobe ( i.e., Bacteroides, Macellibacteroide and Parabacteroide) and corresponding genetic expressions responsible for extracellular hydrolysis (i.e., clpP), membrane transport (i.e., ffh and gspF), intracellular substrates metabolism (i.e., ald and paaF) and VFAs biosynthesis (i.e., ACACA and FASN) were enhanced in the optimal presence of PHMG. Moreover, the anaerobic species could respond and adapt to low PHMG stimuli via quorum sensing (i.e., cqsA, rpfC and rpfG), and thus maintain the high microbial metabolic activities. However, they were unable to tolerate the toxicity of excessive PHMG, resulting in the extremely low VFAs production. This work enlightened the effects of emerging pollutants on WAS fermentation at the genetic levels, and provided guidance on the WAS treatment and resource recovery. (c) 2023 Published by Elsevier B.V. on behalf of Chinese Chemical Society and Institute of Materia Medica, Chinese Academy of Medical Sciences.",,,,,"Chen, Feng/JQW-8742-2023; Chen, GuanYu/KGK-6328-2024; Wang, zhenhua/KFA-8731-2024; Yuan, Fang/JQV-7426-2023; wu, jialin/JPY-4408-2023; Wang, Yanan/JVZ-7957-2024; Yuan, Yi/KGL-5178-2024; Zhang, Zixuan/JSL-3603-2023; Liu, min/JXW-8493-2024; qi, qi/JWP-1757-2024; guo, yi/KHC-4669-2024; Zhang, Yusi/JNS-2335-2023; Luo, Jingyang/AAC-7398-2019; su, lin/KHC-5034-2024; LI, SHA/JNR-9956-2023; li, mengyang/JWO-9551-2024; lei, lei/JSL-3106-2023; zhao, wei/JZD-4475-2024","Luo, Jingyang/0000-0002-9660-9691; Cao, Wangbei/0009-0008-0886-8476; Fang, Shiyu/0000-0001-9940-6833",,,,,,,,,,,,,1001-8417,1878-5964,,,,JUN,2023,34,6,,,,,,,107890,10.1016/j.cclet.2022.107890,http://dx.doi.org/10.1016/j.cclet.2022.107890,,MAR 2023,,,,,,,,,,,WOS:001063939500001,View Full Record in Web of Science
